PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Personal Accessories,Female,21,Single,Retail
Personal Accessories,Female,21,Single,Retail
Golf Equipment,Male,59,Married,Other
Golf Equipment,Male,59,Married,Other
Golf Equipment,Male,59,Married,Other
Golf Equipment,Male,59,Married,Other
Personal Accessories,Male,23,Unspecified,Other
Mountaineering Equipment,Male,23,Unspecified,Other
Mountaineering Equipment,Male,23,Unspecified,Other
Camping Equipment,Male,23,Unspecified,Other
Personal Accessories,Female,33,Single,Professional
Camping Equipment,Female,33,Single,Professional
Personal Accessories,Female,33,Single,Professional
Camping Equipment,Female,35,Married,Other
Outdoor Protection,Female,35,Married,Other
Camping Equipment,Female,35,Married,Other
Outdoor Protection,Female,35,Married,Other
Camping Equipment,Male,44,Married,Trades
Camping Equipment,Male,44,Married,Trades
Camping Equipment,Male,44,Married,Trades
Camping Equipment,Male,26,Married,Executive
Camping Equipment,Male,26,Married,Executive
Camping Equipment,Male,26,Married,Executive
Camping Equipment,Male,26,Married,Executive
Personal Accessories,Male,26,Married,Executive
Personal Accessories,Female,22,Single,Sales
Personal Accessories,Female,22,Single,Sales
Personal Accessories,Female,28,Married,Professional
Personal Accessories,Female,28,Married,Professional
Camping Equipment,Female,40,Married,Other
Camping Equipment,Female,40,Married,Other
Personal Accessories,Female,40,Married,Other
Camping Equipment,Female,40,Married,Other
Personal Accessories,Female,25,Single,Student
Personal Accessories,Female,25,Single,Student
Camping Equipment,Female,31,Married,Executive
Personal Accessories,Female,31,Married,Executive
Mountaineering Equipment,Female,31,Married,Executive
Camping Equipment,Female,31,Married,Executive
Personal Accessories,Female,27,Single,Retail
Personal Accessories,Female,27,Single,Retail
Golf Equipment,Male,46,Married,Professional
Golf Equipment,Male,46,Married,Professional
Golf Equipment,Male,46,Married,Professional
Personal Accessories,Male,46,Married,Professional
Mountaineering Equipment,Female,22,Single,Other
Personal Accessories,Female,22,Single,Other
Personal Accessories,Female,22,Single,Other
Camping Equipment,Female,19,Single,Other
Camping Equipment,Female,19,Single,Other
Camping Equipment,Female,19,Single,Other
Camping Equipment,Male,34,Married,Trades
Camping Equipment,Male,34,Married,Trades
Personal Accessories,Male,24,Single,Other
Personal Accessories,Male,24,Single,Other
Personal Accessories,Female,48,Married,Sales
Personal Accessories,Female,48,Married,Sales
Camping Equipment,Female,32,Married,Executive
Personal Accessories,Female,32,Married,Executive
Camping Equipment,Male,23,Single,Trades
Camping Equipment,Male,23,Single,Trades
Camping Equipment,Male,23,Single,Trades
Mountaineering Equipment,Female,26,Single,Other
Mountaineering Equipment,Female,26,Single,Other
Personal Accessories,Female,26,Single,Other
Mountaineering Equipment,Female,26,Single,Other
Mountaineering Equipment,Female,26,Single,Other
Golf Equipment,Male,50,Married,Retired
Personal Accessories,Male,50,Married,Retired
Golf Equipment,Male,50,Married,Retired
Golf Equipment,Male,50,Married,Retired
Personal Accessories,Male,25,Married,Professional
Camping Equipment,Male,25,Married,Professional
Camping Equipment,Male,25,Married,Professional
Personal Accessories,Male,44,Married,Other
Personal Accessories,Male,44,Married,Other
Outdoor Protection,Male,21,Single,Retail
Mountaineering Equipment,Male,21,Single,Retail
Mountaineering Equipment,Male,42,Single,Sales
Camping Equipment,Male,42,Single,Sales
Camping Equipment,Male,42,Single,Sales
Personal Accessories,Female,31,Married,Other
Personal Accessories,Female,31,Married,Other
Mountaineering Equipment,Female,29,Married,Other
Mountaineering Equipment,Female,29,Married,Other
Golf Equipment,Male,57,Unspecified,Other
Golf Equipment,Male,57,Unspecified,Other
Golf Equipment,Male,57,Unspecified,Other
Golf Equipment,Male,57,Unspecified,Other
Personal Accessories,Male,57,Unspecified,Other
Golf Equipment,Male,57,Unspecified,Other
Golf Equipment,Male,57,Unspecified,Other
Mountaineering Equipment,Female,37,Married,Executive
Personal Accessories,Female,37,Married,Executive
Camping Equipment,Male,35,Married,Executive
Camping Equipment,Male,35,Married,Executive
Golf Equipment,Male,52,Unspecified,Other
Golf Equipment,Male,52,Unspecified,Other
Personal Accessories,Male,34,Single,Professional
Personal Accessories,Male,34,Single,Professional
Camping Equipment,Male,43,Married,Other
Camping Equipment,Male,43,Married,Other
Camping Equipment,Male,43,Married,Other
Mountaineering Equipment,Male,43,Married,Other
Mountaineering Equipment,Male,43,Married,Other
Camping Equipment,Male,43,Married,Other
Personal Accessories,Female,19,Single,Other
Personal Accessories,Female,19,Single,Other
Camping Equipment,Female,19,Single,Other
Personal Accessories,Female,29,Single,Other
Personal Accessories,Female,29,Single,Other
Personal Accessories,Female,26,Single,Retail
Personal Accessories,Female,26,Single,Retail
Camping Equipment,Male,33,Married,Sales
Camping Equipment,Male,33,Married,Sales
Camping Equipment,Male,33,Married,Sales
Camping Equipment,Male,33,Married,Sales
Camping Equipment,Female,24,Single,Hospitality
Camping Equipment,Female,24,Single,Hospitality
Personal Accessories,Male,29,Single,Professional
Personal Accessories,Male,29,Single,Professional
Camping Equipment,Female,46,Married,Executive
Camping Equipment,Female,46,Married,Executive
Camping Equipment,Female,46,Married,Executive
Mountaineering Equipment,Male,19,Single,Student
Mountaineering Equipment,Male,19,Single,Student
Camping Equipment,Male,19,Single,Student
Personal Accessories,Female,52,Unspecified,Hospitality
Personal Accessories,Female,52,Unspecified,Hospitality
Outdoor Protection,Female,52,Unspecified,Hospitality
Personal Accessories,Female,48,Unspecified,Hospitality
Personal Accessories,Female,48,Unspecified,Hospitality
Camping Equipment,Female,21,Single,Hospitality
Camping Equipment,Female,21,Single,Hospitality
Camping Equipment,Male,26,Single,Sales
Camping Equipment,Male,26,Single,Sales
Personal Accessories,Male,26,Single,Sales
Camping Equipment,Male,26,Single,Sales
Personal Accessories,Female,39,Married,Professional
Personal Accessories,Female,39,Married,Professional
Camping Equipment,Male,26,Single,Other
Camping Equipment,Male,26,Single,Other
Camping Equipment,Male,29,Single,Other
Camping Equipment,Male,29,Single,Other
Camping Equipment,Male,29,Single,Other
Camping Equipment,Male,29,Single,Other
Camping Equipment,Female,39,Married,Other
Camping Equipment,Female,39,Married,Other
Mountaineering Equipment,Male,31,Single,Professional
Mountaineering Equipment,Male,31,Single,Professional
Camping Equipment,Male,31,Single,Professional
Camping Equipment,Male,31,Single,Professional
Camping Equipment,Male,31,Single,Professional
Camping Equipment,Male,31,Single,Professional
Camping Equipment,Male,31,Single,Professional
Camping Equipment,Male,30,Married,Executive
Camping Equipment,Male,30,Married,Executive
Camping Equipment,Male,30,Married,Executive
Camping Equipment,Male,30,Married,Executive
Camping Equipment,Male,30,Married,Executive
Camping Equipment,Male,30,Married,Executive
Personal Accessories,Female,51,Married,Professional
Camping Equipment,Female,51,Married,Professional
Personal Accessories,Female,51,Married,Professional
Camping Equipment,Male,27,Married,Sales
Mountaineering Equipment,Male,27,Married,Sales
Personal Accessories,Male,27,Married,Sales
Personal Accessories,Male,27,Married,Sales
Personal Accessories,Female,36,Single,Professional
Personal Accessories,Female,36,Single,Professional
Camping Equipment,Female,36,Unspecified,Hospitality
Camping Equipment,Female,36,Unspecified,Hospitality
Golf Equipment,Male,48,Married,Other
Golf Equipment,Male,48,Married,Other
Golf Equipment,Male,48,Married,Other
Golf Equipment,Male,48,Married,Other
Golf Equipment,Male,48,Married,Other
Personal Accessories,Male,46,Married,Retired
Golf Equipment,Male,46,Married,Retired
Golf Equipment,Male,46,Married,Retired
Personal Accessories,Male,46,Married,Retired
Personal Accessories,Male,46,Married,Retired
Camping Equipment,Female,36,Married,Other
Camping Equipment,Female,36,Married,Other
Camping Equipment,Female,36,Married,Other
Camping Equipment,Female,36,Married,Other
Camping Equipment,Female,36,Married,Other
Mountaineering Equipment,Female,36,Married,Other
Mountaineering Equipment,Female,36,Married,Other
Camping Equipment,Male,34,Married,Executive
Camping Equipment,Male,34,Married,Executive
Camping Equipment,Male,34,Married,Executive
Mountaineering Equipment,Male,27,Single,Professional
Mountaineering Equipment,Male,27,Single,Professional
Mountaineering Equipment,Male,27,Single,Professional
Camping Equipment,Male,26,Single,Sales
Outdoor Protection,Male,26,Single,Sales
Mountaineering Equipment,Male,26,Single,Sales
Camping Equipment,Male,40,Married,Other
Camping Equipment,Male,40,Married,Other
Personal Accessories,Female,37,Single,Retail
Personal Accessories,Female,37,Single,Retail
Camping Equipment,Male,31,Married,Sales
Camping Equipment,Male,31,Married,Sales
Camping Equipment,Male,31,Married,Sales
Personal Accessories,Female,33,Single,Professional
Personal Accessories,Female,33,Single,Professional
Mountaineering Equipment,Female,25,Single,Professional
Mountaineering Equipment,Female,25,Single,Professional
Mountaineering Equipment,Female,23,Single,Student
Mountaineering Equipment,Female,23,Single,Student
Mountaineering Equipment,Female,23,Single,Student
Personal Accessories,Female,23,Single,Student
Outdoor Protection,Female,23,Single,Student
Personal Accessories,Male,43,Married,Other
Personal Accessories,Male,43,Married,Other
Personal Accessories,Male,49,Unspecified,Trades
Personal Accessories,Male,49,Unspecified,Trades
Personal Accessories,Female,20,Single,Retail
Personal Accessories,Female,20,Single,Retail
Camping Equipment,Male,34,Married,Sales
Camping Equipment,Male,34,Married,Sales
Personal Accessories,Male,34,Married,Sales
Mountaineering Equipment,Male,34,Married,Sales
Golf Equipment,Female,36,Married,Other
Golf Equipment,Female,36,Married,Other
Golf Equipment,Female,36,Married,Other
Golf Equipment,Female,36,Married,Other
Golf Equipment,Female,36,Married,Other
Personal Accessories,Female,39,Married,Other
Camping Equipment,Female,39,Married,Other
Camping Equipment,Female,39,Married,Other
Golf Equipment,Male,44,Married,Trades
Golf Equipment,Male,44,Married,Trades
Camping Equipment,Male,42,Married,Executive
Camping Equipment,Male,42,Married,Executive
Camping Equipment,Female,33,Married,Other
Camping Equipment,Female,33,Married,Other
Outdoor Protection,Female,33,Married,Other
Mountaineering Equipment,Male,24,Single,Other
Outdoor Protection,Male,24,Single,Other
Mountaineering Equipment,Male,24,Single,Other
Mountaineering Equipment,Male,24,Single,Other
Mountaineering Equipment,Male,24,Single,Other
Mountaineering Equipment,Male,24,Single,Other
Personal Accessories,Female,59,Married,Other
Outdoor Protection,Female,59,Married,Other
Camping Equipment,Male,33,Married,Executive
Camping Equipment,Male,33,Married,Executive
Camping Equipment,Male,33,Married,Executive
Camping Equipment,Male,33,Married,Executive
Camping Equipment,Male,33,Married,Executive
Camping Equipment,Female,47,Married,Sales
Camping Equipment,Female,47,Married,Sales
Camping Equipment,Female,47,Married,Sales
Mountaineering Equipment,Male,43,Married,Other
Mountaineering Equipment,Male,43,Married,Other
Personal Accessories,Male,43,Married,Other
Mountaineering Equipment,Male,43,Married,Other
Mountaineering Equipment,Male,43,Married,Other
Camping Equipment,Male,43,Married,Other
Mountaineering Equipment,Male,21,Single,Sales
Mountaineering Equipment,Male,21,Single,Sales
Personal Accessories,Male,21,Single,Sales
Mountaineering Equipment,Male,21,Single,Sales
Camping Equipment,Male,21,Single,Sales
Personal Accessories,Male,21,Single,Sales
Personal Accessories,Female,32,Married,Executive
Personal Accessories,Female,32,Married,Executive
Personal Accessories,Male,21,Single,Sales
Personal Accessories,Male,21,Single,Sales
Personal Accessories,Female,21,Single,Retail
Personal Accessories,Female,21,Single,Retail
Camping Equipment,Male,31,Married,Other
Personal Accessories,Male,31,Married,Other
Camping Equipment,Male,25,Single,Sales
Camping Equipment,Male,25,Single,Sales
Camping Equipment,Male,25,Single,Sales
Personal Accessories,Female,36,Married,Executive
Personal Accessories,Female,36,Married,Executive
Golf Equipment,Male,24,Single,Student
Personal Accessories,Male,24,Single,Student
Camping Equipment,Male,24,Single,Student
Golf Equipment,Female,37,Married,Other
Mountaineering Equipment,Male,19,Single,Student
Mountaineering Equipment,Male,19,Single,Student
Mountaineering Equipment,Male,29,Married,Other
Mountaineering Equipment,Male,29,Married,Other
Personal Accessories,Female,33,Married,Professional
Golf Equipment,Male,55,Married,Professional
Golf Equipment,Male,55,Married,Professional
Golf Equipment,Male,55,Married,Professional
Camping Equipment,Female,37,Married,Retail
Outdoor Protection,Female,37,Married,Retail
Mountaineering Equipment,Female,37,Married,Other
Personal Accessories,Female,39,Single,Other
Personal Accessories,Male,36,Married,Other
Personal Accessories,Female,47,Married,Professional
Camping Equipment,Male,30,Married,Other
Personal Accessories,Male,30,Married,Other
